facet_id,raw_value,normalized_value,leading_id_prefix,normalization_transforms,is_malformed,malformed_reason,facet_type,conversation_observable,sensitivity,requires_explicit_disclosure,abstention_reason,is_duplicate_normalized,duplicate_of_facet_id,scoring_scale,scoring_anchors_json
F0359,Defense-mechanism tendency: Introjection,Defense-mechanism tendency: Introjection,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Defense-mechanism tendency: Introjection' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Defense-mechanism tendency: Introjection'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Defense-mechanism tendency: Introjection'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Defense-mechanism tendency: Introjection'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Defense-mechanism tendency: Introjection'.""}"
F0360,Irritability,Irritability,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Irritability' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Irritability'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Irritability'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Irritability'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Irritability'.""}"
F0361,Travel-companions diversity,Travel-companions diversity,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Travel-companions diversity' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Travel-companions diversity'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Travel-companions diversity'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Travel-companions diversity'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Travel-companions diversity'.""}"
F0362,627. Sacred text engagement: Quran surahs memorized,Sacred text engagement: Quran surahs memorized,627,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Sacred text engagement: Quran surahs memorized' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Sacred text engagement: Quran surahs memorized'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Sacred text engagement: Quran surahs memorized'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Sacred text engagement: Quran surahs memorized'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Sacred text engagement: Quran surahs memorized'.""}"
F0363,Trust in others,Trust in others,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Trust in others' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Trust in others'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Trust in others'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Trust in others'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Trust in others'.""}"
F0364,Gamified-finance-app usage,Gamified-finance-app usage,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Gamified-finance-app usage' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Gamified-finance-app usage'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Gamified-finance-app usage'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Gamified-finance-app usage'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Gamified-finance-app usage'.""}"
F0365,823. Buddhist practice: Eightfold Path – Right Intention level,Buddhist practice: Eightfold Path – Right Intention level,823,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Buddhist practice: Eightfold Path – Right Intention level' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Buddhist practice: Eightfold Path – Right Intention level'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Buddhist practice: Eightfold Path – Right Intention level'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Buddhist practice: Eightfold Path – Right Intention level'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Buddhist practice: Eightfold Path – Right Intention level'.""}"
F0366,Caffeine intake (mg/day),Caffeine intake (mg/day),,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Caffeine intake (mg/day)' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Caffeine intake (mg/day)'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Caffeine intake (mg/day)'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Caffeine intake (mg/day)'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Caffeine intake (mg/day)'.""}"
F0367,Comfort with Vulnerability,Comfort with Vulnerability,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Comfort with Vulnerability' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Comfort with Vulnerability'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Comfort with Vulnerability'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Comfort with Vulnerability'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Comfort with Vulnerability'.""}"
F0368,Anticipativeness,Anticipativeness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Anticipativeness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Anticipativeness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Anticipativeness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Anticipativeness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Anticipativeness'.""}"
F0369,Additional Common Parameters and Their End Points:,Additional Common Parameters and Their End Points,,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0370,Avoiding:,Avoiding,,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0371,Home-security-system presence,Home-security-system presence,,,False,,sensitive_biographical,True,high,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Home-security-system presence' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Home-security-system presence'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Home-security-system presence'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Home-security-system presence'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Home-security-system presence'.""}"
F0372,HEXACO domain: Honesty-Humility,HEXACO domain: Honesty-Humility,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'HEXACO domain: Honesty-Humility' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'HEXACO domain: Honesty-Humility'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'HEXACO domain: Honesty-Humility'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'HEXACO domain: Honesty-Humility'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'HEXACO domain: Honesty-Humility'.""}"
F0373,Eating Habits (Home-Cooked vs. Eating Out),Eating Habits (Home-Cooked vs. Eating Out),,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Eating Habits (Home-Cooked vs. Eating Out)' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Eating Habits (Home-Cooked vs. Eating Out)'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Eating Habits (Home-Cooked vs. Eating Out)'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Eating Habits (Home-Cooked vs. Eating Out)'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Eating Habits (Home-Cooked vs. Eating Out)'.""}"
F0374,Decision-Making Confidence,Decision-Making Confidence,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Decision-Making Confidence' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Decision-Making Confidence'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Decision-Making Confidence'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Decision-Making Confidence'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Decision-Making Confidence'.""}"
F0375,Alignment with societal roles,Alignment with societal roles,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Alignment with societal roles' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Alignment with societal roles'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Alignment with societal roles'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Alignment with societal roles'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Alignment with societal roles'.""}"
F0376,Connectedness: Belief in interconnections,Connectedness: Belief in interconnections,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Connectedness: Belief in interconnections' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Connectedness: Belief in interconnections'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Connectedness: Belief in interconnections'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Connectedness: Belief in interconnections'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Connectedness: Belief in interconnections'.""}"
F0377,Quirkiness,Quirkiness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Quirkiness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Quirkiness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Quirkiness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Quirkiness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Quirkiness'.""}"
